web-scraper-order,web-scraper-start-url,Date,Tourist_Home_Location,Scrape_Tagline,Scrape_Review_Text
"1733318418-464","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or480-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 September 2016","Chandigarh, India","Beautiful and Captivating place","The Ridge is one of the main highlights of the mall road, Shimla. The place is always crowded which makes this place so lively. Lakakad Bazaar, Church are the nearbuy places. The view from here is so fascinating.

A place worth going !! :)"
"1733318418-465","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or480-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 September 2016","Mumbai, India","Highly recommended","The Indian Flag fluttering in the wind, amidst this beautiful location, gives you goosebumps. A wonderful place to stroll around in Shimla. Highly recommended"
"1733318418-466","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or480-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 September 2016","485 contributions","Great Open Space","Located upon exit from The mall this place houses a large clock tower and is always crowded. However heavenly views can be sighted from here."
"1733318418-467","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or480-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 September 2016","Gurugram (Gurgaon), India","Photogenic delight","The Ridge has to be the raison d'être of any Shimla trip. A 15 minute walk from The Mall, as you pass by Lakkar Bazar and Scandal Point, the scenic spot is a photographer's paradise, especially if the valley is covered with snow or with clouds. The large open spaces, the Large Clock tower and the panoramic view of the tree covered hills, with the iconic Hanuman idol of the Jakhu Temple standing out in contrast.
You'd often see most families taking group photos and selfies with the valley as the backdrop. Kids can go for the horse/pony ride conveniently available.
Tips for first timers- from lower Shimla, there is a public lift available @Rs. 20 that can get you up to Mall Road, beyond which you can only walk upto the Ridge. For small kids, pls do not forget to take the prams available for 150-200 Rs for 2 hours- it's an uphill climb to the Ridge, and you will be dog tired if you have to carry your little ones along. Parking is a problem on most days, especially around the lift area, so it might make sense to get the hotel can to drop and pick you up anywhere near the lift area.
Plenty of places to shop around the Mall, nothing special to buy though. Eateries are limited, you can get a Pizza (Dominos) shop, and some local fast food and ice cream shops. Folks who like their history (as spicy as it comes), do not forget the Book store next to Scandal Point!"
"1733318418-468","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or480-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 September 2016","New Delhi, India","Great place to hang out","It is such a great place to hang out especially if you are single.
The view from this place is awesome."
"1733318418-469","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or480-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 September 2016","Raipur, India","THE BEST PLACE IN SHIMLA","1. Most attractive place in Shimla.
2. Excellent place to take photographs.
3. A restaurant, and a lot of small eateries available in the area.
4. Romantic atmosphere.
5. Place for cultural activities.
6. Vehicle-free zone.
7. Way to Jakhu Temple is through this place."
"1733318428-470","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or470-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 October 2016","Gurugram (Gurgaon), India","Must see place in Shimla","This place is must visit place in Shimla. Christ's Church, Indian flag area, such an open space on top of the hill in midst of main market. Very clean area. Hang around Place. Weather was so good."
"1733318428-471","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or470-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 October 2016","Navi Mumbai, India","nice place to walk around","The heart of Shimla. Vehicle free zone with a vibrant market. Great place to leisurely walk, eat and enjoy, particularly in evening and afternoon."
"1733318428-472","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or470-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 October 2016","New Delhi, India","Big Flat Surface on a hill","The Ridge is a must visit place in Shimla. This place is easily approachable from mall road. There are many attractions on the ridge such as Shimla Christ Church, Gaiety Heritage Cultural Complex etc. There is a way from Ridge to go to Jakhu Temple. You can spend 2-3 hours here enjoying the scenery of Shimla."
"1733318428-473","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or470-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 October 2016","9 contributions","most romantic place in shimla","this is the most romantic  place in shimla the weather here is so just amazing  that you will instantly fall in love you will see lots honeymoon couple in season municipality organises every saturday sunday a entertainment night here which is worth watching"
"1733318428-474","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or470-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 October 2016","Heaton, UK","U will feel as you are in heaven","The ridge where people are hanging out with friends and couples can be seen with a church and theatre with nice bars ridge road is a great place 
The crowd is cool there must visit once"
"1733318428-475","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or470-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 September 2016","Alappuzha, India","mall road","You can see beauty of the ridge when you will visit mall road of manali. In nights its look more beautiful as compare to day."
"1733318428-476","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or470-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 September 2016","Bengaluru, India","Nice","An extension of the mall in shimla. Nice place to walk around. Can get crowded on holidays. See my review of the mall"
"1733318428-477","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or470-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 September 2016","New Delhi, India","Nice place to hang out","It offers very good experience to walk around and shop in the evening.No vehicles are allowed on this road ,so you can walk with care free mind.You must carry umbrella during monsoon since it can start raining anytime,otherwise enjoy rain as you wont find a roof on this road."
"1733318428-478","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or470-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 23 September 2016","Asansol, West Bengal, India","A great place to hangout...","An excellent experience. Just sit idle and watch the crowd. Enjoy the awesome weather with a cup of tea/ coffee... You can spend hours just doing nothing."
"1733318428-479","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or470-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 21 September 2016","Hamburg, Germany","Cool and hep place with grand view","All the hill stations have some unique charm with them. Shimla has the Ridge. On one side you see entire city of Shimla below you while on other side the vast expanse of Himalayas. Right in the heart of the town stands the Ridge.

Just hang around here. Some small shops will greet you while some shopkeepers with horses would try to convince you to take a ride, each ride costing about INR 70.

Spend a couple of hours and then walk down to the Mall. Great place to relax."
"1733318437-480","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or460-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 24 October 2016","Raipur, India","Nice  place","Very nice place to visit. Cold air and mall road make view beautiful of shimla. Christ church , Ridge, lakkar bazar,scandal point are all there nearby . Enjoy shopping in mall road ."
"1733318437-481","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or460-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 October 2016","5 contributions","Nice place to experience beauty of shimla","Ridge is almost the centre point of shimla. It is an open space with heritage Christ church, a high Indian flag, gaiety theatre and facility of horse riding. It is perfect place to experience the beauty of shimla"
"1733318437-482","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or460-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 October 2016","Kottarakkara, India","The tourist spot...","The ridge is located in the mall road, shimla. We have to climb up a hilly road and reach this place where we can see lots of tourists, some people enjoying ball games, horse rides, and a big church. Altogether it's worth visiting this place."
"1733318437-483","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or460-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 October 2016","Gurugram (Gurgaon), India","A place full of tourists any time","Nice views, nice ambience, lot of crowd, good for both day and evenings. Kids can enjoy horse ride here."
"1733318437-484","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or460-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 October 2016","23 contributions","adorable place","really nice place, i have no words to express this place.but want to tell you if you are looking to visit Ridge - then visit in the evening time. its terribly superb. full of visitors and shining with lighting. most wonderful thing i always love to see our national flag showing Glow of Nationality & temple of Jakhoo & chrish church make a attractive look. all around is much pretty to stare even.
you have several option to reach Ridge on your feet."
